tag,avg_rating,num_ratings
car set on fire,3.5416666666666665,24
denial,3.5416666666666665,36
gay rights,3.5416666666666665,24
germany,3.5416666666666665,60
reincarnation,3.5416666666666665,96
sexual abuse,3.5414201183431953,169
thief,3.5409356725146197,171
psycho,3.5408163265306123,49
taboo,3.5405405405405403,37
marriage,3.5403669724770643,545
gruesome,3.5403225806451615,186
hammer,3.5403225806451615,62
Agent Coulson,3.54,25
God Complex,3.54,25
female cast,3.54,25
marijuana,3.539855072463768,414
catholic church,3.5396825396825395,63
Salma Hayek,3.539473684210526,76
somber,3.539473684210526,114
russian mafia,3.5392156862745097,102
lgbt,3.539039039039039,666
Brian De Palma,3.5384615384615383,39
Jeff Daniels,3.5384615384615383,65
Olivia Wilde,3.5384615384615383,91
drag queen,3.5384615384615383,26
motherhood,3.5384615384615383,130
007 (series),3.537974683544304,79
Dystopia,3.537878787878788,66
acting,3.537440758293839,1055
climbing,3.537313432835821,67
shot in the hand,3.537037037037037,27
unsimulated sex scenes,3.537037037037037,27
witch,3.537,500
cover up,3.5369318181818183,176
Danny Glover,3.5365853658536586,41
space colony,3.5365853658536586,41
gunfights,3.5357142857142856,28
news,3.5357142857142856,28
sex scenes,3.5354330708661417,127
friends,3.5351758793969847,199
class,3.5350877192982457,57
Jack Black,3.534965034965035,286
prostitution,3.534632034632035,462
mel gibson,3.5344827586206895,29
pipe smoking,3.5344827586206895,29
team,3.5344827586206895,29
child abuse,3.5341207349081363,381
wealth,3.533980582524272,103
fugitive,3.5335195530726256,179
BB-8,3.533333333333333,45
James Wan,3.533333333333333,30
Jon Favreau,3.533333333333333,45
childhood trauma,3.532608695652174,46
orcs,3.532608695652174,46
hong kong,3.532258064516129,31
paul rudd,3.532258064516129,31
slow motion,3.5319148936170213,94
Katie Holmes,3.53125,32
bunker,3.53125,80
playwright,3.53125,32
repeated line,3.53125,32
San Francisco,3.5311203319502074,241
brie larson,3.5307692307692307,65
Mickey Rourke,3.5306122448979593,98
death/fatality,3.5303030303030303,33
family movie,3.5303030303030303,33
simulation,3.53,50
NYC,3.5289256198347108,121
Macaulay Culkin,3.5288461538461537,52
fanciful,3.5288461538461537,52
island,3.528776978417266,417
makeup,3.5285714285714285,35
yakuza,3.5285714285714285,105
stylized violence,3.5278810408921935,269
television,3.5278688524590165,305
Charlie Sheen,3.5277777777777777,72
sport:boxing,3.5277777777777777,36
2D animation,3.52755905511811,127
male friendship,3.5272727272727273,110
time traveler,3.527027027027027,74
rivalry,3.526570048309179,207
tornado,3.526315789473684,38
narration,3.5257731958762886,97
confession,3.5254237288135593,59
1980s film,3.525,20
Hawkeye,3.525,20
Pete Postlethwaite,3.525,20
Vietnam war veteran,3.525,20
behind the scenes,3.525,20
journal,3.525,20
seen 2020,3.525,40
suit of armor,3.525,20
train crash,3.525,20
warlord,3.525,40
light,3.5240963855421685,83
hunting,3.524,125
Morena Baccarin,3.5238095238095237,21
dinner party,3.5238095238095237,21
documentary style,3.5238095238095237,21
epic final battle,3.5238095238095237,21
female time traveler,3.5238095238095237,21
hopelessness,3.5238095238095237,21
roommates,3.5238095238095237,21
sex trafficking,3.5238095238095237,21
Romance ,3.5232558139534884,258
bathroom,3.5229885057471266,87
cameo-fest,3.522727272727273,22
decoy,3.522727272727273,22
demonstration,3.522727272727273,22
dildo,3.522727272727273,44
megacorporation,3.522727272727273,44
patriarchy,3.522727272727273,22
princess,3.522727272727273,132
New York City,3.5227118644067796,1475
dementia,3.5223880597014925,67
ransom,3.522222222222222,45
good concept,3.5220588235294117,68
Ghosts,3.5217391304347827,23
manga,3.5217391304347827,23
marijuana joint,3.5217391304347827,23
midget,3.521276595744681,47
Taiwan,3.5208333333333335,24
abusive husband,3.5208333333333335,48
bechdel test: fail,3.5208333333333335,24
gender,3.5208333333333335,24
penguin,3.5208333333333335,24
christianity,3.5206896551724136,145
single mother,3.5205128205128204,195
virus,3.5203562340966923,393
drug addiction,3.519867549668874,151
Cult,3.519230769230769,26
Kevin Hart,3.519230769230769,52
adapted from:true story,3.519230769230769,26
movie industry,3.519230769230769,26
police raid,3.519230769230769,26
geek,3.518987341772152,79
Seen 2007,3.5185185185185186,27
americana,3.5185185185185186,27
sandra bullock,3.5185185185185186,54
comic book,3.5183845690174804,1659
moon,3.517948717948718,195
chicago,3.517857142857143,28
tomboy,3.517857142857143,28
boxing,3.517632241813602,397
Gay,3.517605633802817,142
Nudity (Full Frontal - Brief),3.517543859649123,57
Elisabeth Shue,3.5172413793103448,29
owl,3.5172413793103448,29
tea,3.5172413793103448,29
Beautiful Woman,3.516949152542373,59
framed,3.5166666666666666,30
racial issues,3.5166666666666666,30
last man on earth,3.5161290322580645,62
US President,3.5157894736842104,95
chess,3.515748031496063,127
Aaron Eckhart,3.515625,64
sleeping,3.515625,32
Cuba,3.515151515151515,33
Jews,3.515151515151515,33
egg,3.515151515151515,33
miracle,3.515151515151515,33
gambling,3.514950166112957,301
parallel world,3.514925373134328,67
Matt Dillon,3.514705882352941,34
alternate dimension,3.514705882352941,68
support group,3.514705882352941,34
telephone booth,3.514705882352941,34
mother daughter relationship,3.5142857142857142,490
thunder,3.5142857142857142,35
told in flashback,3.5142857142857142,35
climate change,3.513793103448276,145
Robin Hood,3.5135135135135136,37
underground,3.513157894736842,76
child's point of view,3.5128205128205128,39
found footage,3.5127931769722816,469
lying,3.511904761904762,42
lawyer,3.5114503816793894,262
Renee Zellweger,3.5113636363636362,88
Mexico,3.511111111111111,135
Superhero,3.511111111111111,45
watching a movie,3.510869565217391,46
goofy,3.510574018126888,331
Iraq War,3.51,100
christ allegory,3.51,50
guilt,3.51,200
talking animals,3.509433962264151,689
70s,3.5091743119266057,109
3,3.5089285714285716,56
teen pregnancy,3.508771929824561,57
hotel,3.5085470085470085,351
80's,3.5078125,64
father,3.507575757575758,66
dragon,3.506912442396313,217
royalty,3.5049261083743843,203
global warming,3.5049019607843137,102
death,3.5044008124576846,1477
Russian,3.5043478260869567,115
adoption,3.5027932960893855,179
Christianity,3.5026315789473683,570
1890s,3.5,30
2.5,3.5,43
Evangeline Lilly,3.5,66
Gory,3.5,23
Greg Kinnear,3.5,49
Ice Cube,3.5,35
James Woods,3.5,20
Kathy Bates,3.5,43
King Arthur,3.5,70
Rocky,3.5,23
Seen 2011,3.5,22
accidental shooting,3.5,20
accountant,3.5,31
anti-Semitism,3.5,67
arranged marriage,3.5,45
author,3.5,72
baptism,3.5,21
based on true events,3.5,66
chauffeur,3.5,33
choose your own adventure,3.5,22
dead boy,3.5,23
doomsday,3.5,51
enemy,3.5,20
expedition,3.5,46
family secret,3.5,26
festival,3.5,22
fight the system,3.5,28
figure skating,3.5,51
future tech,3.5,27
gang violence,3.5,24
graffiti,3.5,66
gun in mouth,3.5,21
gunshot wound,3.5,41
high society,3.5,35
hip-hop,3.5,23
loss of son,3.5,38
manipulation,3.5,324
materialism,3.5,46
medieval times,3.5,22
mindless one liners,3.5,22
nazism,3.5,30
occupation,3.5,24
outsider,3.5,21
over-the-top action,3.5,31
overalls,3.5,20
police arrest,3.5,21
power,3.5,112
reference to william shakespeare,3.5,21
road rage,3.5,26
ruins,3.5,40
sacha baron cohen,3.5,22
safe,3.5,24
scheme,3.5,39
sexual fantasy,3.5,34
shot through a wall,3.5,20
show business,3.5,109
siren,3.5,33
sole black character dies cliche,3.5,26
spooky,3.5,32
starvation,3.5,41
traps,3.5,26
unlikely hero,3.5,74
veteran,3.5,62
what happened to epilogue,3.5,23
wild west,3.5,34
wintry,3.5,51
affair,3.4968944099378882,161
lesbians,3.4965277777777777,144
cheating,3.4963235294117645,136
J.J. Abrams,3.4955357142857144,112
wine,3.4953271028037385,107
teacher student relationship,3.4940119760479043,167
cocaine,3.4939759036144578,166
knife fight,3.4935897435897436,78
Zack Snyder,3.4935064935064934,77
Rosario Dawson,3.492857142857143,70
William Shatner,3.4927536231884058,69
Tim Allen,3.4926470588235294,68
cannibalism,3.492523364485981,535
Sequel,3.491228070175439,57
james bond,3.4910714285714284,168
alcoholism,3.4910025706940875,389
gloomy,3.4909090909090907,55
stop motion animation,3.4909090909090907,55
hiding,3.490566037735849,53
robot,3.4905405405405405,370
shot in the neck,3.4903846153846154,52
honor,3.4902912621359223,103
kissing,3.4901960784313726,51
therapy,3.4901960784313726,51
beauty pageant,3.489795918367347,49
little dialogue,3.489795918367347,98
countryside,3.4894736842105263,95
Istanbul,3.488888888888889,45
Great Depression,3.4886363636363638,44
crush,3.488095238095238,42
deal with the devil,3.4878048780487805,82
gods,3.487603305785124,121
based on a manga,3.4875,40
piano,3.4873417721518987,158
super-hero,3.48731884057971,276
corrupt politician,3.486842105263158,38
new york,3.4867109634551494,301
Russell Brand,3.4864864864864864,37
anthropomorphic,3.486111111111111,36
sex in bed,3.486111111111111,36
grieving,3.4857142857142858,35
insects,3.4857142857142858,35
John Wayne,3.485294117647059,68
Evan Rachel Wood,3.484848484848485,33
salesman,3.484848484848485,33
hijacking,3.4846153846153847,65
Gary Cooper,3.484375,32
Vin Diesel,3.484090909090909,220
break-up,3.4838709677419355,93
pickpocket,3.4838709677419355,31
narrated by character,3.4833333333333334,30
wolves,3.4833333333333334,60
book,3.4832214765100673,149
Idris Elba,3.4831460674157304,89
insurance,3.4827586206896552,29
record store,3.4827586206896552,29
saloon,3.4827586206896552,29
casual sex,3.482456140350877,57
typewriter,3.482456140350877,57
Sex,3.482142857142857,28
Sex Comedy,3.482142857142857,28
William Hurt,3.482142857142857,28
pope,3.482142857142857,28
slow build,3.482142857142857,28
stunts,3.4819277108433737,83
rainstorm,3.481818181818182,55
Christopher Plummer,3.4814814814814814,54
adrenaline junkie,3.4814814814814814,27
talky,3.4814814814814814,162
wolf,3.4814814814814814,54
deception,3.481447124304267,539
police,3.481366459627329,1288
atomic bomb,3.481132075471698,53
lgbtq,3.4808917197452227,157
children,3.4808219178082194,730
Greta Garbo,3.480769230769231,26
editing,3.480769230769231,104
eyeball,3.480769230769231,26
police chief,3.480769230769231,26
running away,3.480769230769231,26
songs,3.48,50
subversion,3.48,25
topless,3.48,25
2018,3.4791666666666665,24
Anna Paquin,3.4791666666666665,24
God,3.4791666666666665,48
news media,3.4791666666666665,24
short films,3.4791666666666665,24
terminal illness,3.479020979020979,143
polyamory,3.478723404255319,47
hard to watch,3.4784172661870505,139
Norse,3.4782608695652173,23
Serial Killer,3.4782608695652173,23
amputee,3.4782608695652173,46
facebook rec,3.4782608695652173,23
frantic,3.4782608695652173,46
passionate kiss,3.4782608695652173,23
secret service,3.4782608695652173,115
mountain climbing,3.478021978021978,91
fashion,3.477551020408163,245
Washington DC,3.477272727272727,44
colombia,3.477272727272727,22
cursing,3.477272727272727,22
goggles,3.477272727272727,22
olympic games,3.477272727272727,22
polygamy,3.477272727272727,22
queen,3.477272727272727,110
slow at times,3.477272727272727,22
bromance,3.4770992366412212,131
ritual,3.4770992366412212,131
advertising,3.476923076923077,65
apes,3.4767441860465116,43
John Krasinski,3.4765625,64
winter,3.4763513513513513,148
Martin Short,3.4761904761904763,21
Satan,3.4761904761904763,21
contract killer,3.4761904761904763,42
film director,3.4761904761904763,21
final fantasy,3.4761904761904763,21
ford,3.4761904761904763,21
outcast,3.4761904761904763,63
playing piano,3.4761904761904763,21
smoking,3.4761904761904763,126
teenage superhero,3.4761904761904763,21
too much explaining,3.4761904761904763,21
film within a film,3.4759615384615383,104
France,3.4759326113116726,831
gypsy,3.475806451612903,62
glbt,3.475609756097561,41
preacher,3.4754098360655736,61
theatre,3.4753086419753085,81
Dr. Seuss,3.475,40
men in drag,3.475,20
screenplay adapted by author,3.475,20
taxes,3.475,20
vendetta,3.475,20
hallucinations,3.4746835443037973,79
moon landing,3.4743589743589745,39
forceful,3.473404255319149,94
pop culture,3.472972972972973,74
shot multiple times,3.472972972972973,37
burglary,3.4726027397260273,73
teen movie,3.472517730496454,564
lies,3.4724770642201834,109
demons,3.4724025974025974,308
escape from prison,3.4722222222222223,54
explosions,3.47196261682243,214
crying man,3.4711538461538463,52
human animal relationship,3.4711538461538463,52
fake documentary,3.471014492753623,69
physical comedy,3.471014492753623,69
comet,3.4705882352941178,34
gay interest,3.4705882352941178,34
1800s,3.47,50
gunslinger,3.4696969696969697,33
illusion,3.4696969696969697,33
Zombies,3.4693877551020407,49
profanity,3.4693877551020407,196
motel,3.4690265486725664,113
Madonna,3.46875,32
PSYCHIC ABILITIES,3.46875,32
broken leg,3.46875,48
denmark,3.46875,32
hillbillies,3.46875,32
los angeles,3.46875,112
loss of brother,3.46875,32
predator,3.46875,80
cowboy,3.468421052631579,95
Danny Trejo,3.4680851063829787,47
artist,3.467948717948718,156
bombs,3.467741935483871,31
cannibals,3.467741935483871,31
upper class,3.4675324675324677,77
criminals,3.466666666666667,45
domestic violence,3.466666666666667,150
dream sequence,3.466666666666667,90
drug dealing,3.466666666666667,60
improvised weapon,3.466666666666667,30
spain,3.466666666666667,45
sex,3.466517857142857,896
circus,3.4657534246575343,146
graphic violence,3.4657534246575343,146
robbery,3.4656716417910447,335
Alfred Molina,3.4655172413793105,29
Violence ,3.4655172413793105,29
anti semitism,3.4655172413793105,29
mental disorders,3.4655172413793105,29
mind transfer,3.4655172413793105,29
whistling,3.4655172413793105,29
work,3.4655172413793105,29
multilingual,3.4652777777777777,72
Kate Hudson,3.4651162790697674,43
teenage,3.4651162790697674,43
Kate Beckinsale,3.4645390070921986,141
Edgar Allan Poe,3.4642857142857144,28
Robert Pattinson,3.4642857142857144,126
heaven,3.4642857142857144,28
bisexual,3.463636363636364,165
x-men,3.4635761589403975,151
21st century,3.4634146341463414,41
rural setting,3.4634146341463414,123
Medieval ,3.462962962962963,54
black woman,3.462962962962963,27
in medias res,3.462962962962963,27
population control,3.462962962962963,27
title same as book,3.462962962962963,27
blood on camera lens,3.4622641509433962,53
New Jersey,3.4615384615384617,39
fighting the system,3.4615384615384617,26
firefighters,3.4615384615384617,39
main character dies,3.4615384615384617,26
old age,3.4612403100775193,129
sexual violence,3.461038961038961,77
first of series,3.4607843137254903,51
superpowers,3.460526315789474,190
grandmother,3.46,50
father daughter relationship,3.459752321981424,969
tragic event,3.4596774193548385,62
football,3.45910780669145,269
Texas,3.458955223880597,134
H.P. Lovecraft,3.458823529411765,85
Katherine Heigl,3.4583333333333335,72
cheating wife,3.4583333333333335,36
child prodigy,3.4583333333333335,36
dance movie,3.4583333333333335,24
heart,3.4583333333333335,24
metal,3.4583333333333335,36
outlaw,3.4583333333333335,48
Stereoscopic 3-D,3.457627118644068,59
loss of friend,3.457627118644068,59
hypocrisy,3.4574468085106385,47
based on short story,3.4571428571428573,70
environmentalism,3.4571428571428573,70
Gay stereotypes,3.456896551724138,58
Kristen Bell,3.456896551724138,58
Based on a TV show,3.4565217391304346,115
secret love,3.4565217391304346,23
sheep,3.4565217391304346,46
friendship between men,3.4558823529411766,68
youtube,3.4558823529411766,68
pandemic,3.455621301775148,169
World War 2,3.4555555555555557,45
driver,3.455357142857143,56
The Chosen One,3.455223880597015,67
Amy Smart,3.4545454545454546,33
Jack the Ripper,3.4545454545454546,22
black people,3.4545454545454546,22
child with a gun,3.4545454545454546,22
corporate crime,3.4545454545454546,33
fanservice,3.4545454545454546,22
group therapy,3.4545454545454546,22
live action,3.4545454545454546,22
parking lot,3.4545454545454546,22
female protagonist,3.454172366621067,731
shot in the face,3.453846153846154,65
Gay Lead Character,3.4535714285714287,140
Spain,3.453191489361702,235
1900s,3.453125,32
good bad,3.453125,32
female friendship,3.452991452991453,117
Heather Graham,3.452830188679245,53
Nicholas Sparks,3.4523809523809526,21
Oscar (Best Sound Editing),3.4523809523809526,21
UNLIKELY FRIENDSHIPS,3.4523809523809526,21
hell on earth,3.4523809523809526,21
nightmares,3.4523809523809526,21
rappers,3.4523809523809526,21
silent movie,3.4520833333333334,240
HEROIC MISSION,3.4516129032258065,31
laundromat,3.4516129032258065,31
narrator,3.4516129032258065,31
strip club,3.4514563106796117,103
Boris Karloff,3.451219512195122,41
Venice,3.451219512195122,41
Nudity (Topless - Brief),3.4510869565217392,460
Kat Dennings,3.450980392156863,51
Seen 2006,3.450980392156863,51
made for TV,3.450980392156863,51
political corruption,3.4508196721311477,61
Harold Lloyd,3.45,20
Military,3.45,20
R:violence,3.45,20
cairo,3.45,20
great idea,3.45,20
responsibility,3.45,60
grotesque,3.4489795918367347,49
sports,3.4486251808972503,691
ghost story,3.448529411764706,68
mutants,3.448369565217391,184
cameos,3.4482758620689653,87
milk,3.4482758620689653,29
crude humor,3.4482173174872663,589
strippers,3.447976878612717,173
body horror,3.4479418886198547,413
search,3.4479166666666665,48
satan,3.4477611940298507,67
Chicago,3.4473684210526314,190
elderly,3.4473684210526314,38
near future,3.4473684210526314,57
homeless person,3.4464285714285716,28
snow,3.4461756373937678,353
horse racing,3.445945945945946,37
divorce,3.4455958549222796,386
imprisonment,3.4454545454545453,55
old,3.4453125,64
slapstick,3.444717444717445,407
ex convict,3.4444444444444446,36
play,3.4444444444444446,36
theatrical,3.4444444444444446,27
train,3.4440104166666665,384
baseball,3.444,250
africa,3.443548387096774,62
facebook,3.442857142857143,35
paedophilia,3.442857142857143,35
brutality,3.4424379232505644,443
giant robots,3.4424242424242424,165
alligator,3.4423076923076925,26
hisorically inaccurate,3.4423076923076925,26
lovers,3.4423076923076925,26
vandalism,3.4423076923076925,52
flying,3.441860465116279,172
letter,3.441860465116279,86
radio,3.4416058394160585,137
drug use,3.4411764705882355,170
dead child,3.44,25
sea,3.4397163120567376,141
money laundering,3.4393939393939394,33
private school,3.4393939393939394,66
shot in the eye,3.4393939393939394,33
twenty something,3.4393939393939394,33
deer,3.4390243902439024,41
tivo22,3.4390243902439024,82
alien technology,3.438888888888889,90
blood on shirt,3.4384615384615387,65
PG-13,3.4379084967320264,153
cancer,3.437728937728938,273
Angelina Jolie,3.4376947040498442,321
Diane Lane,3.4375,24
Farrelly Brothers,3.4375,24
Finland,3.4375,40
daydream,3.4375,32
earth,3.4375,40
flowers,3.4375,40
striking imagery,3.4375,24
vampires,3.43717277486911,955
teenagers,3.437125748502994,501
messiah,3.4358974358974357,39
neighbor,3.4356435643564356,101
Nature,3.435483870967742,31
child labor,3.435483870967742,31
katana sword,3.435483870967742,31
Georgia,3.4347826086956523,23
chandelier,3.4347826086956523,23
chase scenes,3.4347826086956523,23
coincidence,3.4347826086956523,23
exile,3.4347826086956523,23
tivo,3.4345238095238093,168
trust,3.4345238095238093,84
diverse cast,3.434065934065934,91
virginity,3.433774834437086,151
Morocco,3.433333333333333,45
class differences,3.433333333333333,90
superhero team,3.433333333333333,135
competition,3.433054393305439,239
Canada,3.4326923076923075,52
computer animation,3.4324324324324325,333
tsunami,3.4324324324324325,37
abortion,3.432258064516129,155
silly fun,3.4320388349514563,103
Dany Boon,3.4318181818181817,22
Moscow,3.4318181818181817,22
cheesy ending,3.4318181818181817,66
eviction,3.4318181818181817,22
hoodie,3.4318181818181817,22
sorcery,3.4318181818181817,22
wishes,3.4318181818181817,22
trauma,3.4315068493150687,146
transvestism,3.4310344827586206,29
shot in the arm,3.4308510638297873,94
abuse,3.430084745762712,236
united states of america,3.43,50
Cameron Diaz,3.429787234042553,235
cast,3.4297752808988764,178
Zac Efron,3.4295774647887325,71
actress,3.429411764705882,85
marvel,3.4293193717277486,191
DOCTORS AND PATIENTS,3.4285714285714284,21
Martin Landau,3.4285714285714284,21
adventurer,3.4285714285714284,28
author:Stephen King,3.4285714285714284,28
immortal,3.4285714285714284,56
lgbt characters,3.4285714285714284,28
molotov cocktail,3.4285714285714284,28
outrunning explosion,3.4285714285714284,21
shaving,3.4285714285714284,42
single location,3.4285714285714284,56
video game,3.4285714285714284,203
visions,3.4285714285714284,28
zombie apocalypse,3.4285714285714284,112
bullying,3.428205128205128,390
hippie,3.4272727272727272,55
Jay Baruchel,3.426470588235294,34
improvisation,3.426470588235294,34
repeated scene,3.426470588235294,34
sand,3.425925925925926,27
stuffed animal,3.425925925925926,27
child protagonist,3.425531914893617,47
toy,3.425531914893617,47
tivo21,3.425438596491228,114
Michael Peña,3.425,40
albino,3.425,20
ambassador,3.425,20
arkansas,3.425,20
based on real person,3.425,20
clock,3.425,40
movie star,3.425,20
poets,3.425,20
incest,3.424821002386635,419
teleportation,3.424731182795699,186
Jennifer Garner,3.4245283018867925,106
film in film,3.423076923076923,26
threat,3.4224137931034484,58
brooklyn new york city,3.421875,32
monsters,3.421875,320
blindness,3.4218009478672986,211
good versus evil,3.4217557251908395,524
child actor,3.4215686274509802,102
extraterrestrial,3.4215686274509802,102
uniform,3.4215686274509802,51
Supernatural,3.4210526315789473,38
dagger,3.4210526315789473,38
halloween,3.4210526315789473,266
knight,3.4210526315789473,57
paranormal investigators,3.4210526315789473,57
war hero,3.4210526315789473,76
mermaid,3.4207317073170733,82
murder,3.420597767374865,2777
lobotomy,3.4204545454545454,44
media manipulation,3.4204545454545454,44
spacecraft,3.42032967032967,182
California,3.420289855072464,138
dwarf,3.420289855072464,69
long,3.420093457943925,1070
bar brawl,3.42,25
factory worker,3.42,25
christmas,3.419732441471572,299
Zach Galifianakis,3.419642857142857,168
cellar,3.4193548387096775,31
ukraine,3.4193548387096775,31
< 2019,3.418918918918919,37
homeless,3.418918918918919,74
pre-code Hollywood,3.418918918918919,37
single parents,3.418918918918919,37
underworld,3.418918918918919,37
man vs machine,3.4186046511627906,43
chef,3.418181818181818,55
extramarital affair,3.417525773195876,97
prophecy,3.4174757281553396,103
splatter,3.417197452229299,157
alien,3.4171779141104293,652
art gallery,3.4166666666666665,30
border,3.4166666666666665,24
childhood memory,3.4166666666666665,24
cigarette,3.4166666666666665,42
closeted homosexual,3.4166666666666665,48
gentrification,3.4166666666666665,30
identity theft,3.4166666666666665,48
orchestral music score,3.4166666666666665,54
palestine,3.4166666666666665,36
puzzle thriller,3.4166666666666665,24
security,3.4166666666666665,30
widows/widowers,3.4166666666666665,24
Nudity (Topless - Notable),3.4159935379644586,619
brutal violence,3.4156626506024095,83
impersonation,3.4155844155844157,77
child murder,3.4150943396226414,53
anthology,3.4148936170212765,188
LGBTQ+,3.4138888888888888,360
psychopath,3.413793103448276,377
self destructiveness,3.413793103448276,29
tiger,3.413793103448276,29
infection,3.4135802469135803,162
loss of loved one,3.4133663366336635,202
self sacrifice,3.413265306122449,196
super hero,3.413265306122449,98
airport,3.4131455399061035,213
Psychological horror,3.4130434782608696,23
UFOS,3.4130434782608696,23
design,3.4130434782608696,23
minimal plot,3.4130434782608696,23
uprising,3.4130434782608696,23
Disney animated feature,3.4126984126984126,63
Jeremy Irons,3.4126984126984126,63
heart attack,3.412280701754386,57
bisexuality,3.411214953271028,107
dating,3.411111111111111,90
media,3.410958904109589,73
alien invasion,3.4109375,640
nuclear bomb,3.4107142857142856,84
ants,3.41025641025641,39
election,3.4097222222222223,72
elephant,3.409090909090909,33
flesh eating zombie,3.409090909090909,22
long fight scenes,3.409090909090909,22
patriotic,3.4082278481012658,158
captive,3.4081632653061225,49
Voodoo,3.4078947368421053,38
village,3.4078947368421053,152
Boring after 2/3,3.4074074074074074,27
old movie,3.4074074074074074,27
theft,3.406896551724138,145
israel,3.4065934065934065,91
drug addict,3.40625,64
whiskey,3.40625,48
human trafficking,3.4056603773584904,53
pulp,3.4056603773584904,53
strong women,3.4054054054054053,37
Ben Stiller,3.4049079754601226,326
little brother,3.4047619047619047,21
medication,3.4047619047619047,21
mental institution,3.4047619047619047,105
tree,3.4047619047619047,63
watching television,3.4047619047619047,21
whale,3.4047619047619047,21
overpopulation,3.404255319148936,47
androgyny,3.4038461538461537,26
insecurity,3.4038461538461537,26
biological warfare,3.403225806451613,31
Wesley Snipes,3.4027777777777777,72
bicycling,3.4027777777777777,36
egypt,3.40234375,128
little girl,3.40234375,128
based on novel,3.4022988505747125,261
mother,3.402173913043478,92
Ron Howard,3.4019607843137254,51
musician,3.4019607843137254,153
wife husband relationship,3.401639344262295,61
sister sister relationship,3.400735294117647,136
Alan Silvestri,3.4,20
Demon,3.4,20
Emilia Clarke,3.4,55
Over-the-top action.,3.4,20
bear,3.4,80
bullet,3.4,50
death of brother,3.4,60
finnish,3.4,30
forgery,3.4,35
guitar,3.4,80
inquisition,3.4,30
lesbian character,3.4,25
marketing,3.4,25
monster horror,3.4,40
musical numbers,3.4,20
old school horror,3.4,20
perversion,3.4,60
refugee,3.4,65
sexual tension,3.4,35
shoes,3.4,20
unsteady-cam,3.4,25
books,3.398936170212766,94
cigarette smoking,3.398671096345515,301
fantasy sequence,3.3986486486486487,74
prayer,3.3986486486486487,74
survival horror,3.3982558139534884,172
execution,3.3979591836734695,98
shooting,3.3976190476190475,210
psychological drama,3.397590361445783,83
christmas movie,3.3974358974358974,39
giallo,3.3974358974358974,39
baking,3.396551724137931,29
hillbilly,3.396551724137931,29
homelessness,3.396551724137931,58
racial stereotype,3.396551724137931,29
3D,3.3962264150943398,106
doctors,3.3962264150943398,53
Greek,3.3958333333333335,24
H.G. Wells,3.3958333333333335,48
asia,3.3958333333333335,24
kansas,3.3958333333333335,24
ohio,3.3958333333333335,24
Bill Paxton,3.3947368421052633,38
archeology,3.3947368421052633,38
trolls,3.3947368421052633,38
fame,3.3944444444444444,90
Sylvester Stallone,3.3943396226415095,265
hurricane,3.393939393939394,33
occult,3.3937728937728937,273
cops,3.39375,80
Sweden,3.3934426229508197,61
dying and death,3.3934426229508197,61
lesbian relationship,3.3934426229508197,61
Nudity (Animated),3.392857142857143,28
Sarah Michelle Gellar,3.392857142857143,42
athlete,3.392857142857143,28
gay couple,3.392857142857143,42
one-liners,3.392857142857143,28
research,3.392857142857143,56
scotland,3.392857142857143,42
supermarket,3.392857142857143,56
tennis,3.392857142857143,70
rats,3.3923076923076922,65
Amazon Original,3.391891891891892,37
quarantine,3.391891891891892,111
Animal movie,3.391304347826087,23
Ashley Judd,3.391304347826087,23
belgium,3.391304347826087,23
breaking and entering,3.391304347826087,46
kicking in a door,3.391304347826087,23
rock music,3.391304347826087,46
Acting,3.391025641025641,78
unrequited love,3.390909090909091,110
easily confused with other movie(s) (title),3.3907563025210083,119
Lance Henriksen,3.390625,32
asian american,3.390625,32
physician,3.390625,32
russia,3.390374331550802,187
macho,3.389705882352941,68
Eddie Murphy,3.3896713615023475,213
hero,3.389589905362776,317
gunfight,3.389423076923077,416
plane crash,3.389423076923077,104
Juliette Lewis,3.388888888888889,54
Mike Myers,3.388888888888889,117
affection,3.388888888888889,27
gay slur,3.388392857142857,112
Jane Fonda,3.3875,40
undercover,3.3873626373626373,182
christian,3.387218045112782,133
Norway,3.3870967741935485,31
fashion industry,3.3870967741935485,31
supernatural powers,3.3870967741935485,155
cat,3.38646288209607,229
Seattle,3.3863636363636362,66
cliché finale,3.3863636363636362,22
interracial sex,3.3863636363636362,22
painting,3.3863636363636362,198
homophobia,3.386178861788618,246
psychiatrist,3.3858267716535435,127
cityscape,3.3857142857142857,35
private investigator,3.3857142857142857,35
Seen 2019,3.3855421686746987,83
cult director,3.3855421686746987,83
Jackie Chan,3.385135135135135,222
rape,3.3850174216027873,1148
journalist,3.3848684210526314,152
Brendan Fraser,3.3846153846153846,104
R:nudity,3.3846153846153846,26
backwards time travel,3.3846153846153846,26
cage,3.3846153846153846,39
dormitory,3.3846153846153846,26
gate,3.3846153846153846,26
sensuality,3.3846153846153846,26
special forces,3.3846153846153846,130
rain,3.3840304182509504,263
fountain of youth,3.383720930232558,43
long take,3.383720930232558,86
weather,3.383720930232558,43
locked in a room,3.3833333333333333,30
Bryce Dallas Howard,3.382978723404255,47
invasion,3.3823529411764706,119
octopus,3.3823529411764706,34
sexual obsession,3.3823529411764706,34
Chick flick,3.380952380952381,21
Eliza Dushku,3.380952380952381,21
Planes,3.380952380952381,21
art film,3.380952380952381,21
